standard_id,initiative_id,s.initiative_name,framework_id,standard_grade_level,standard_statement,standard_code,s.full_code,standard_domain,standard_subdomain,standard_standard
1473,1,CCSS,2,5,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.",CONTENT.5.G.B.3,CCSS.CONTENT.5.G.B.3,CONTENT,G,B.3
1474,1,CCSS,2,5,Classify two-dimensional figures in a hierarchy based on properties.,CONTENT.5.G.B.4,CCSS.CONTENT.5.G.B.4,CONTENT,G,B.4
1461,1,CCSS,2,5,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.",CONTENT.5.MD.A.1,CCSS.CONTENT.5.MD.A.1,CONTENT,MD,A.1
1462,1,CCSS,2,5,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",CONTENT.5.MD.B.2,CCSS.CONTENT.5.MD.B.2,CONTENT,MD,B.2
1463,1,CCSS,2,5,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,CONTENT.5.MD.C.3,CCSS.CONTENT.5.MD.C.3,CONTENT,MD,C.3
1464,1,CCSS,2,5,"A cube with side length 1 unit, called a ""unit cube,"" is said to have ""one cubic unit"" of volume, and can be used to measure volume.",CONTENT.5.MD.C.3.A,CCSS.CONTENT.5.MD.C.3.A,CONTENT,MD,C.3.A
1465,1,CCSS,2,5,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.,CONTENT.5.MD.C.3.B,CCSS.CONTENT.5.MD.C.3.B,CONTENT,MD,C.3.B
1466,1,CCSS,2,5,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",CONTENT.5.MD.C.4,CCSS.CONTENT.5.MD.C.4,CONTENT,MD,C.4
1467,1,CCSS,2,5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,CONTENT.5.MD.C.5,CCSS.CONTENT.5.MD.C.5,CONTENT,MD,C.5
1468,1,CCSS,2,5,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent threefold whole-number products as volumes, e.g., to represent the associative property of multiplication.",CONTENT.5.MD.C.5.A,CCSS.CONTENT.5.MD.C.5.A,CONTENT,MD,C.5.A
1469,1,CCSS,2,5,Apply the formulas V = l × w × h and V = b × h for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.,CONTENT.5.MD.C.5.B,CCSS.CONTENT.5.MD.C.5.B,CONTENT,MD,C.5.B
1470,1,CCSS,2,5,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems.",CONTENT.5.MD.C.5.C,CCSS.CONTENT.5.MD.C.5.C,CONTENT,MD,C.5.C
1438,1,CCSS,2,5,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",CONTENT.5.NBT.A.1,CCSS.CONTENT.5.NBT.A.1,CONTENT,NBT,A.1
1439,1,CCSS,2,5,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",CONTENT.5.NBT.A.2,CCSS.CONTENT.5.NBT.A.2,CONTENT,NBT,A.2
1440,1,CCSS,2,5,"Read, write, and compare decimals to thousandths.",CONTENT.5.NBT.A.3,CCSS.CONTENT.5.NBT.A.3,CONTENT,NBT,A.3
1441,1,CCSS,2,5,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 × 100 + 4 × 10 + 7 × 1 + 3 × (1/10) + 9 × (1/100) + 2 × (1/1000).",CONTENT.5.NBT.A.3.A,CCSS.CONTENT.5.NBT.A.3.A,CONTENT,NBT,A.3.A
1442,1,CCSS,2,5,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.",CONTENT.5.NBT.A.3.B,CCSS.CONTENT.5.NBT.A.3.B,CONTENT,NBT,A.3.B
1443,1,CCSS,2,5,Use place value understanding to round decimals to any place.,CONTENT.5.NBT.A.4,CCSS.CONTENT.5.NBT.A.4,CONTENT,NBT,A.4
1444,1,CCSS,2,5,Fluently multiply multi-digit whole numbers using the standard algorithm.,CONTENT.5.NBT.B.5,CCSS.CONTENT.5.NBT.B.5,CONTENT,NBT,B.5
1445,1,CCSS,2,5,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",CONTENT.5.NBT.B.6,CCSS.CONTENT.5.NBT.B.6,CONTENT,NBT,B.6
1446,1,CCSS,2,5,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",CONTENT.5.NBT.B.7,CCSS.CONTENT.5.NBT.B.7,CONTENT,NBT,B.7
1447,1,CCSS,2,5,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",CONTENT.5.NF.A.1,CCSS.CONTENT.5.NF.A.1,CONTENT,NF,A.1
1448,1,CCSS,2,5,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers. For example, recognize an incorrect result 2/5 + 1/2 = 3/7, by observing that 3/7 < 1/2.",CONTENT.5.NF.A.2,CCSS.CONTENT.5.NF.A.2,CONTENT,NF,A.2
1449,1,CCSS,2,5,"Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?",CONTENT.5.NF.B.3,CCSS.CONTENT.5.NF.B.3,CONTENT,NF,B.3
1450,1,CCSS,2,5,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,CONTENT.5.NF.B.4,CCSS.CONTENT.5.NF.B.4,CONTENT,NF,B.4
1451,1,CCSS,2,5,"Interpret the product (a/b) × q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a × q ÷ b. For example, use a visual fraction model to show (2/3) × 4 = 8/3, and create a story context for this equation. Do the same with (2/3) × (4/5) = 8/15. (In general, (a/b) × (c/d) = ac/bd.)",CONTENT.5.NF.B.4.A,CCSS.CONTENT.5.NF.B.4.A,CONTENT,NF,B.4.A
1452,1,CCSS,2,5,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths to find areas of rectangles, and represent fraction products as rectangular areas.",CONTENT.5.NF.B.4.B,CCSS.CONTENT.5.NF.B.4.B,CONTENT,NF,B.4.B
1453,1,CCSS,2,5,Interpret multiplication as scaling (resizing),CONTENT.5.NF.B.5,CCSS.CONTENT.5.NF.B.5,CONTENT,NF,B.5
1454,1,CCSS,2,5,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication.",CONTENT.5.NF.B.5.A,CCSS.CONTENT.5.NF.B.5.A,CONTENT,NF,B.5.A
1455,1,CCSS,2,5,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fraction less than 1 results in a product smaller than the given number; and relating the principle of fraction equivalence a/b = (n × a)/(n × b) to the effect of multiplying a/b by 1.,CONTENT.5.NF.B.5.B,CCSS.CONTENT.5.NF.B.5.B,CONTENT,NF,B.5.B
1456,1,CCSS,2,5,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",CONTENT.5.NF.B.6,CCSS.CONTENT.5.NF.B.6,CONTENT,NF,B.6
1457,1,CCSS,2,5,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1,CONTENT.5.NF.B.7,CCSS.CONTENT.5.NF.B.7,CONTENT,NF,B.7
1458,1,CCSS,2,5,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) ÷ 4, and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) ÷ 4 = 1/12 because (1/12) × 4 = 1/3.",CONTENT.5.NF.B.7.A,CCSS.CONTENT.5.NF.B.7.A,CONTENT,NF,B.7.A
1459,1,CCSS,2,5,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 ÷ (1/5), and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 ÷ (1/5) = 20 because 20 × (1/5) = 4.",CONTENT.5.NF.B.7.B,CCSS.CONTENT.5.NF.B.7.B,CONTENT,NF,B.7.B
1460,1,CCSS,2,5,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?",CONTENT.5.NF.B.7.C,CCSS.CONTENT.5.NF.B.7.C,CONTENT,NF,B.7.C
1435,1,CCSS,2,5,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",CONTENT.5.OA.A.1,CCSS.CONTENT.5.OA.A.1,CONTENT,OA,A.1
1436,1,CCSS,2,5,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation ""add 8 and 7, then multiply by 2"" as 2 × (8 + 7). Recognize that 3 × (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product.",CONTENT.5.OA.A.2,CCSS.CONTENT.5.OA.A.2,CONTENT,OA,A.2
1437,1,CCSS,2,5,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule ""Add 3"" and the starting number 0, and given the rule ""Add 6"" and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so.",CONTENT.5.OA.B.3,CCSS.CONTENT.5.OA.B.3,CONTENT,OA,B.3
1497,1,CCSS,2,6,Write and evaluate numerical expressions involving whole-number exponents.,CONTENT.6.EE.A.1,CCSS.CONTENT.6.EE.A.1,CONTENT,EE,A.1
1498,1,CCSS,2,6,"Write, read, and evaluate expressions in which letters stand for numbers.",CONTENT.6.EE.A.2,CCSS.CONTENT.6.EE.A.2,CONTENT,EE,A.2
1499,1,CCSS,2,6,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation ""Subtract y from 5"" as 5 - y.",CONTENT.6.EE.A.2.A,CCSS.CONTENT.6.EE.A.2.A,CONTENT,EE,A.2.A
1500,1,CCSS,2,6,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2 (8 + 7) as a product of two factors; view (8 + 7) as both a single entity and a sum of two terms.",CONTENT.6.EE.A.2.B,CCSS.CONTENT.6.EE.A.2.B,CONTENT,EE,A.2.B
1501,1,CCSS,2,6,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). For example, use the formulas V = s3 and A = 6 s2 to find the volume and surface area of a cube with sides of length s = 1/2.",CONTENT.6.EE.A.2.C,CCSS.CONTENT.6.EE.A.2.C,CONTENT,EE,A.2.C
1502,1,CCSS,2,6,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3 (2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y.",CONTENT.6.EE.A.3,CCSS.CONTENT.6.EE.A.3,CONTENT,EE,A.3
1503,1,CCSS,2,6,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for..",CONTENT.6.EE.A.4,CCSS.CONTENT.6.EE.A.4,CONTENT,EE,A.4
1504,1,CCSS,2,6,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",CONTENT.6.EE.B.5,CCSS.CONTENT.6.EE.B.5,CONTENT,EE,B.5
1505,1,CCSS,2,6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",CONTENT.6.EE.B.6,CCSS.CONTENT.6.EE.B.6,CONTENT,EE,B.6
1506,1,CCSS,2,6,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",CONTENT.6.EE.B.7,CCSS.CONTENT.6.EE.B.7,CONTENT,EE,B.7
