CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",BLOOM,BLOOM.2.6,"Detecting correspondences between two ideas, objects and the like"
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",TEKS,TEKS.ELAR.3.8(C),"(C) analyze plot elements, including the sequence of events, the conflict , and the resolution; and"
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",TEKS,TEKS.ELAR.3.9(C),"(C) discuss elements of drama such as characters, dialogue, setting, and acts"
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",BEST,BEST.ELA.3.R.1.2,"Explain a theme and how it develops, using details, in a literary text."
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",BEST,BEST.ELA.3.R.1.3,Explain different characters’ perspectives in a literary text.
CCSS.RL.3.3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events",GSE,3.T.T.1.a,"Explain how narrative techniques are used to present ideas, design texts, and convey information about characters, setting, and plot. (I)"
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)"
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",TEKS,TEKS.ELAR.3.10(G),(G) identify and explain the use of hyperbole .
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",TEKS,TEKS.ELAR.3.3(A),"(A) use print or digital resources to determine meaning, syllabication, and pronunciation"
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",TEKS,TEKS.ELAR.3.3(B),(B) use context within and beyond a sentence to determine the meaning of unfamiliar words and multiple-meaning words
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",TEKS,TEKS.ELAR.3.3(C),"(C) identify the meaning of and use words with affixes such as im- (into), non-, dis-, in- (not, non), pre-, -ness, -y, and -ful; and"
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",TEKS,TEKS.ELAR.3.3(D),"(D) identify, use, and explain the meaning of antonyms, synonyms, idioms, homophones, and homographs in a text."
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",BEST,BEST.ELA.3.R.1.2,"Explain a theme and how it develops, using details, in a literary text."
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",BEST,BEST.ELA.3.V.1.3,"Use context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the meaning of multiple-meaning and unknown words and phrases, appropriate to grade level."
CCSS.RL.3.4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.",GSE,3.L.V.3,**Meaning & Purpose** Make connections between words and phrases and use reference materials to determine or clarify word meanings in a variety of settings and for a variety of purposes.
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)"
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material"
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",TEKS,TEKS.ELAR.3.10(B),(B) explain how the use of text structure contributes to the author's purpose
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",TEKS,TEKS.ELAR.3.9(A),"(A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, fairy tales, legends, and myths"
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",TEKS,TEKS.ELAR.3.9(B),"(B) explain rhyme scheme, sound devices, and structural elements such as stanzas in a variety of poems"
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",TEKS,TEKS.ELAR.3.9(C),"(C) discuss elements of drama such as characters, dialogue, setting, and acts"
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BEST,BEST.ELA.3.R.1.4,"Identify types of poems: free verse, rhymed verse, haiku, and limerick."
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",BEST,BEST.ELA.3.R.2.1,"Explain how text features contribute to meaning and identify the text structures of chronology, comparison, and cause/effect in texts."
CCSS.RL.3.5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",GSE,3.T.SS.1.a,"Describe how texts are arranged to represent information and ideas using text features (e.g., map, captions) and organizational structures (e.g., cause/effect), referring to parts of texts using terms such as chapter or section. (I)"
CCSS.RL.3.6,Distinguish their own point of view from that of the narrator or those of the characters.,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material
