ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.L.3.2.B,Use commas in addresses.,3,TEKS,TEKS.ELAR.3.11(D)(x),"(x) punctuation marks, including apostrophes in contractions and possessives and commas in compound sentences and items in a series ; and",,,
CCSS.L.3.2.C,Use commas and quotation marks in dialogue.,3,TEKS,TEKS.ELAR.3.11(D)(x),"(x) punctuation marks, including apostrophes in contractions and possessives and commas in compound sentences and items in a series ; and",,,
CCSS.L.3.2.D,Form and use possessives.,3,TEKS,TEKS.ELAR.3.11(D)(vii),"(vii) pronouns, including subjective, objective, and possessive cases ;",,,
CCSS.L.3.2.E,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",3,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.3.2.E,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",3,TEKS,TEKS.ELAR.3.2(B)(vii),"(vii) spelling words using knowledge of suffixes, including how they can change base words such as dropping e, changing y to i, and doubling final consonants;",,,
CCSS.L.3.2.E,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",3,TEKS,TEKS.ELAR.3.11(D)(xi),(xi) correct spelling of words with grade-appropriate orthographic patterns and rules and high-frequency words; and,,,
CCSS.L.3.2.F,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",3,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.3.2.F,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",3,TEKS,TEKS.ELAR.3.2(B)(iv),(iv) spelling multisyllabic words with multiple sound-spelling patterns;,,,
CCSS.L.3.2.F,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",3,TEKS,TEKS.ELAR.3.2(B)(v),"(v) spelling words using knowledge of syllable division patterns such as VCCV, VCV, and VCCCV;",,,
CCSS.L.3.2.F,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",3,TEKS,TEKS.ELAR.3.11(D)(xi),(xi) correct spelling of words with grade-appropriate orthographic patterns and rules and high-frequency words; and,,,
CCSS.L.3.2.G,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",3,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.3.2.G,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",3,BEST,Knowledge of Language:,,,,
CCSS.L.3.2.G,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",3,TEKS,TEKS.ELAR.3.3(A),"(A) use print or digital resources to determine meaning, syllabication, and pronunciation;",,,
CCSS.L.3.2.G,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",3,TEKS,Knowledge of Language:,,,,
CCSS.L.3.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",3,BLOOM,BLOOM.3.1,Applying a procedure to a familiar task,Executing,,
CCSS.L.3.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",3,BEST,BEST.ELA.3.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Grammar,Following Conventions
CCSS.L.3.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",3,TEKS,TEKS.ELAR.3.11(D),"(D) edit drafts using standard English conventions, including:",,,
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure,Organizing,,
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,BEST,BEST.ELA.3.V.1.3,"Use context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the meaning of multiple-meaning and unknown words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,TEKS,TEKS.ELAR.3.10(D),"(D) describe how the author's use of imagery, literal and figurative language such as simile, and sound devices such as onomatopoeia achieves specific purposes;",,,
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,TEKS,TEKS.ELAR.3.10(F),(F) discuss how the author's use of language contributes to voice; and,,,
CCSS.L.3.3.A,Choose words and phrases for effect.*,3,TEKS,TEKS.ELAR.3.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.L.3.3.B,Recognize and observe differences between the conventions of spoken and written standard English.,3,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.L.3.3.B,Recognize and observe differences between the conventions of spoken and written standard English.,3,BEST,BEST.ELA.3.F.1.4,"Use knowledge of grade-level phonics and word-analysis skills to decode words. a. Decode words with common Greek and Latin roots and affixes. (See benchmark 3.V.1.2) b. Decode words with common derivational suffixes and describe how they turn words into different parts of speech. (e.g., -ful, -less, -est). c. Decode multisyllabic words.",,Foundational Skills,Fluency
CCSS.L.3.3.B,Recognize and observe differences between the conventions of spoken and written standard English.,3,BEST,Vocabulary Acquisition and Use:,,,,
CCSS.L.3.3.B,Recognize and observe differences between the conventions of spoken and written standard English.,3,TEKS,TEKS.ELAR.3.10(F),(F) discuss how the author's use of language contributes to voice; and,,,
CCSS.L.3.3.B,Recognize and observe differences between the conventions of spoken and written standard English.,3,TEKS,Vocabulary Acquisition and Use:,,,,
CCSS.L.3.4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",3,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.L.3.4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",3,BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.3.4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",3,TEKS,TEKS.ELAR.3.3,"(3) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to:",,,
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,BEST,BEST.ELA.3.V.1.3,"Use context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the meaning of multiple-meaning and unknown words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,TEKS,TEKS.ELAR.3.3(B),(B) use context within and beyond a sentence to determine the meaning of unfamiliar words and multiple-meaning words;,,,
CCSS.L.3.4.A,Use sentence-level context as a clue to the meaning of a word or phrase.,3,TEKS,TEKS.ELAR.3.3(D),"(D) identify, use, and explain the meaning of antonyms, synonyms, idioms, homophones, and homographs in a text.",,,
CCSS.L.3.4.B,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",3,BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory,Recalling,,
CCSS.L.3.4.B,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",3,BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.3.4.B,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",3,TEKS,TEKS.ELAR.3.3(C),"(C) identify the meaning of and use words with affixes such as im- (into), non-, dis-, in- (not, non), pre-, -ness, -y, and -ful; and",,,
CCSS.L.3.4.C,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",3,BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory,Recalling,,
CCSS.L.3.4.C,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",3,BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.3.4.C,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",3,TEKS,TEKS.ELAR.3.3(C),"(C) identify the meaning of and use words with affixes such as im- (into), non-, dis-, in- (not, non), pre-, -ness, -y, and -ful; and",,,
CCSS.L.3.4.D,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",3,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.3.4.D,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",3,BEST,BEST.ELA.3.V.1.3,"Use context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the meaning of multiple-meaning and unknown words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
